iso_code,location,continent,date,new_cases,new_deaths
AFG,Afghanistan,Asia,2020-05-05,190,5
ALB,Albania,Europe,2020-03-09,2,0
ALB,Albania,Europe,2020-03-10,4,0
ALB,Albania,Europe,2020-03-11,4,0
ALB,Albania,Europe,2020-03-12,1,1
ALB,Albania,Europe,2020-03-13,12,0
ALB,Albania,Europe,2020-03-14,10,0
ALB,Albania,Europe,2020-03-15,5,0
ALB,Albania,Europe,2020-03-16,4,0
ALB,Albania,Europe,2020-03-17,9,0
ALB,Albania,Europe,2020-03-18,4,0
ALB,Albania,Europe,2020-03-19,4,1
ALB,Albania,Europe,2020-03-20,11,0
ALB,Albania,Europe,2020-03-21,0,0
ALB,Albania,Europe,2020-03-22,6,0
ALB,Albania,Europe,2020-03-23,13,0
ALB,Albania,Europe,2020-03-24,11,2
ALB,Albania,Europe,2020-03-25,23,1
ALB,Albania,Europe,2020-03-26,23,0
ALB,Albania,Europe,2020-03-27,28,1
ALB,Albania,Europe,2020-03-28,12,3
ALB,Albania,Europe,2020-03-29,11,1
ALB,Albania,Europe,2020-03-30,15,0
ALB,Albania,Europe,2020-03-31,11,2
ALB,Albania,Europe,2020-04-01,20,3
ALB,Albania,Europe,2020-04-02,16,0
ALB,Albania,Europe,2020-04-03,18,1
ALB,Albania,Europe,2020-04-04,27,1
ALB,Albania,Europe,2020-04-05,29,2
ALB,Albania,Europe,2020-04-06,28,2
ALB,Albania,Europe,2020-04-07,16,1
ALB,Albania,Europe,2020-04-08,6,0
ALB,Albania,Europe,2020-04-09,17,0
ALB,Albania,Europe,2020-04-10,9,1
ALB,Albania,Europe,2020-04-11,7,0
ALB,Albania,Europe,2020-04-12,17,0
ALB,Albania,Europe,2020-04-13,13,0
ALB,Albania,Europe,2020-04-14,21,0
ALB,Albania,Europe,2020-04-15,8,1
ALB,Albania,Europe,2020-04-16,19,1
ALB,Albania,Europe,2020-04-17,24,1
ALB,Albania,Europe,2020-04-18,21,0
ALB,Albania,Europe,2020-04-19,9,0
ALB,Albania,Europe,2020-04-20,14,0
ALB,Albania,Europe,2020-04-21,22,0
ALB,Albania,Europe,2020-04-22,25,0
ALB,Albania,Europe,2020-04-23,25,1
ALB,Albania,Europe,2020-04-24,29,0
ALB,Albania,Europe,2020-04-25,15,0
ALB,Albania,Europe,2020-04-26,34,0
ALB,Albania,Europe,2020-04-27,14,1
ALB,Albania,Europe,2020-04-28,10,0
ALB,Albania,Europe,2020-04-29,14,2
ALB,Albania,Europe,2020-04-30,16,1
ALB,Albania,Europe,2020-05-01,7,0
ALB,Albania,Europe,2020-05-02,9,0
ALB,Albania,Europe,2020-05-03,7,0
ALB,Albania,Europe,2020-05-04,6,0
ALB,Albania,Europe,2020-05-05,8,0
DZA,Algeria,Africa,2020-01-01,0,0
DZA,Algeria,Africa,2020-01-02,0,0
DZA,Algeria,Africa,2020-01-03,0,0
DZA,Algeria,Africa,2020-01-04,0,0
DZA,Algeria,Africa,2020-01-05,0,0
DZA,Algeria,Africa,2020-01-06,0,0
DZA,Algeria,Africa,2020-01-07,0,0
DZA,Algeria,Africa,2020-01-08,0,0
DZA,Algeria,Africa,2020-01-09,0,0
DZA,Algeria,Africa,2020-01-10,0,0
DZA,Algeria,Africa,2020-01-11,0,0
DZA,Algeria,Africa,2020-01-12,0,0
DZA,Algeria,Africa,2020-01-13,0,0
DZA,Algeria,Africa,2020-01-14,0,0
DZA,Algeria,Africa,2020-01-15,0,0
DZA,Algeria,Africa,2020-01-16,0,0
DZA,Algeria,Africa,2020-01-17,0,0
DZA,Algeria,Africa,2020-01-18,0,0
DZA,Algeria,Africa,2020-01-19,0,0
DZA,Algeria,Africa,2020-01-20,0,0
DZA,Algeria,Africa,2020-01-21,0,0
DZA,Algeria,Africa,2020-01-22,0,0
DZA,Algeria,Africa,2020-01-23,0,0
DZA,Algeria,Africa,2020-01-24,0,0
DZA,Algeria,Africa,2020-01-25,0,0
DZA,Algeria,Africa,2020-01-26,0,0
DZA,Algeria,Africa,2020-01-27,0,0
DZA,Algeria,Africa,2020-01-28,0,0
DZA,Algeria,Africa,2020-01-29,0,0
DZA,Algeria,Africa,2020-01-30,0,0
DZA,Algeria,Africa,2020-01-31,0,0
DZA,Algeria,Africa,2020-02-01,0,0
DZA,Algeria,Africa,2020-02-02,0,0
DZA,Algeria,Africa,2020-02-03,0,0
DZA,Algeria,Africa,2020-02-04,0,0
DZA,Algeria,Africa,2020-02-05,0,0
DZA,Algeria,Africa,2020-02-06,0,0
DZA,Algeria,Africa,2020-02-07,0,0
DZA,Algeria,Africa,2020-02-08,0,0
DZA,Algeria,Africa,2020-02-09,0,0
DZA,Algeria,Africa,2020-02-10,0,0
DZA,Algeria,Africa,2020-02-11,0,0
DZA,Algeria,Africa,2020-02-12,0,0
DZA,Algeria,Africa,2020-02-13,0,0
DZA,Algeria,Africa,2020-02-14,0,0
DZA,Algeria,Africa,2020-02-15,0,0
DZA,Algeria,Africa,2020-02-16,0,0
DZA,Algeria,Africa,2020-02-17,0,0
DZA,Algeria,Africa,2020-02-18,0,0
DZA,Algeria,Africa,2020-02-19,0,0
DZA,Algeria,Africa,2020-02-20,0,0
DZA,Algeria,Africa,2020-02-21,0,0
DZA,Algeria,Africa,2020-02-22,0,0
DZA,Algeria,Africa,2020-02-23,0,0
DZA,Algeria,Africa,2020-02-24,0,0
DZA,Algeria,Africa,2020-02-25,0,0
DZA,Algeria,Africa,2020-02-26,1,0
DZA,Algeria,Africa,2020-02-27,0,0
DZA,Algeria,Africa,2020-02-28,0,0
DZA,Algeria,Africa,2020-02-29,0,0
DZA,Algeria,Africa,2020-03-01,2,0
DZA,Algeria,Africa,2020-03-02,0,0
DZA,Algeria,Africa,2020-03-04,2,0
DZA,Algeria,Africa,2020-03-05,7,0
DZA,Algeria,Africa,2020-03-06,5,0
DZA,Algeria,Africa,2020-03-09,3,0
DZA,Algeria,Africa,2020-03-12,0,0
DZA,Algeria,Africa,2020-03-13,5,1
DZA,Algeria,Africa,2020-03-14,1,1
DZA,Algeria,Africa,2020-03-15,11,0
DZA,Algeria,Africa,2020-03-16,11,2
DZA,Algeria,Africa,2020-03-17,10,0
DZA,Algeria,Africa,2020-03-18,2,1
DZA,Algeria,Africa,2020-03-19,12,1
DZA,Algeria,Africa,2020-03-20,18,1
DZA,Algeria,Africa,2020-03-21,12,3
DZA,Algeria,Africa,2020-03-22,37,5
DZA,Algeria,Africa,2020-03-23,62,2
DZA,Algeria,Africa,2020-03-24,29,0
DZA,Algeria,Africa,2020-03-25,34,2
DZA,Algeria,Africa,2020-03-26,38,2
DZA,Algeria,Africa,2020-03-27,65,4
DZA,Algeria,Africa,2020-03-28,42,1
DZA,Algeria,Africa,2020-03-29,45,3
DZA,Algeria,Africa,2020-03-30,57,2
DZA,Algeria,Africa,2020-03-31,73,4
DZA,Algeria,Africa,2020-04-01,132,9
DZA,Algeria,Africa,2020-04-02,131,14
DZA,Algeria,Africa,2020-04-03,139,5
DZA,Algeria,Africa,2020-04-04,185,42
DZA,Algeria,Africa,2020-04-05,80,25
DZA,Algeria,Africa,2020-04-06,69,22
DZA,Algeria,Africa,2020-04-07,103,21
DZA,Algeria,Africa,2020-04-08,45,20
DZA,Algeria,Africa,2020-04-09,104,12
DZA,Algeria,Africa,2020-04-10,94,30
DZA,Algeria,Africa,2020-04-11,95,21
DZA,Algeria,Africa,2020-04-12,64,19
DZA,Algeria,Africa,2020-04-13,89,18
DZA,Algeria,Africa,2020-04-14,69,20
DZA,Algeria,Africa,2020-04-15,87,12
DZA,Algeria,Africa,2020-04-16,90,11
DZA,Algeria,Africa,2020-04-17,108,12
DZA,Algeria,Africa,2020-04-18,150,16
DZA,Algeria,Africa,2020-04-19,117,3
DZA,Algeria,Africa,2020-04-20,94,8
DZA,Algeria,Africa,2020-04-21,89,9
DZA,Algeria,Africa,2020-04-22,93,8
DZA,Algeria,Africa,2020-04-23,99,10
DZA,Algeria,Africa,2020-04-24,97,5
DZA,Algeria,Africa,2020-04-25,120,8
DZA,Algeria,Africa,2020-04-26,129,4
DZA,Algeria,Africa,2020-04-27,126,6
DZA,Algeria,Africa,2020-04-28,135,7
DZA,Algeria,Africa,2020-04-29,132,5
DZA,Algeria,Africa,2020-04-30,199,7
DZA,Algeria,Africa,2020-05-01,158,6
DZA,Algeria,Africa,2020-05-02,148,3
DZA,Algeria,Africa,2020-05-03,141,6
DZA,Algeria,Africa,2020-05-04,179,4
DZA,Algeria,Africa,2020-05-05,174,2
AND,Andorra,Europe,2020-03-03,1,0
AND,Andorra,Europe,2020-03-14,1,0
AND,Andorra,Europe,2020-03-16,3,0
AND,Andorra,Europe,2020-03-17,9,0
AND,Andorra,Europe,2020-03-18,0,0
AND,Andorra,Europe,2020-03-19,39,0
AND,Andorra,Europe,2020-03-20,22,0
AND,Andorra,Europe,2020-03-21,0,0
AND,Andorra,Europe,2020-03-22,13,0
AND,Andorra,Europe,2020-03-23,25,0
AND,Andorra,Europe,2020-03-24,20,0
AND,Andorra,Europe,2020-03-25,31,0
AND,Andorra,Europe,2020-03-26,24,0
AND,Andorra,Europe,2020-03-27,36,3
AND,Andorra,Europe,2020-03-28,43,0
AND,Andorra,Europe,2020-03-29,41,1
AND,Andorra,Europe,2020-03-30,26,2
AND,Andorra,Europe,2020-03-31,36,2
AND,Andorra,Europe,2020-04-01,6,4
AND,Andorra,Europe,2020-04-02,14,2
AND,Andorra,Europe,2020-04-03,38,1
AND,Andorra,Europe,2020-04-04,11,1
AND,Andorra,Europe,2020-04-05,27,1
AND,Andorra,Europe,2020-04-06,35,1
AND,Andorra,Europe,2020-04-07,25,3
AND,Andorra,Europe,2020-04-08,19,1
AND,Andorra,Europe,2020-04-09,19,1
AND,Andorra,Europe,2020-04-10,19,2
AND,Andorra,Europe,2020-04-11,18,1
AND,Andorra,Europe,2020-04-12,21,2
AND,Andorra,Europe,2020-04-13,16,1
AND,Andorra,Europe,2020-04-14,8,0
AND,Andorra,Europe,2020-04-15,13,2
AND,Andorra,Europe,2020-04-16,14,2
AND,Andorra,Europe,2020-04-17,9,0
AND,Andorra,Europe,2020-04-18,14,2
AND,Andorra,Europe,2020-04-19,8,0
AND,Andorra,Europe,2020-04-20,9,1
AND,Andorra,Europe,2020-04-21,4,0
AND,Andorra,Europe,2020-04-22,0,1
AND,Andorra,Europe,2020-04-23,6,0
AND,Andorra,Europe,2020-04-24,1,0
AND,Andorra,Europe,2020-04-25,7,3
AND,Andorra,Europe,2020-04-26,2,0
AND,Andorra,Europe,2020-04-27,7,0
AND,Andorra,Europe,2020-04-28,3,0
AND,Andorra,Europe,2020-04-29,0,1
AND,Andorra,Europe,2020-04-30,0,1
AND,Andorra,Europe,2020-05-01,2,0
AND,Andorra,Europe,2020-05-02,1,1
AND,Andorra,Europe,2020-05-03,1,1
AND,Andorra,Europe,2020-05-04,1,1
AND,Andorra,Europe,2020-05-05,2,0
AGO,Angola,Africa,2020-03-22,2,0
AGO,Angola,Africa,2020-03-23,0,0
AGO,Angola,Africa,2020-03-24,0,0
AGO,Angola,Africa,2020-03-25,0,0
AGO,Angola,Africa,2020-03-26,0,0
AGO,Angola,Africa,2020-03-27,1,0
AGO,Angola,Africa,2020-03-28,1,0
AGO,Angola,Africa,2020-03-29,0,0
AGO,Angola,Africa,2020-03-30,3,2
AGO,Angola,Africa,2020-03-31,0,0
AGO,Angola,Africa,2020-04-01,0,0
AGO,Angola,Africa,2020-04-02,1,0
AGO,Angola,Africa,2020-04-03,0,0
AGO,Angola,Africa,2020-04-04,0,0
AGO,Angola,Africa,2020-04-05,2,0
AGO,Angola,Africa,2020-04-06,4,0
AGO,Angola,Africa,2020-04-07,2,0
AGO,Angola,Africa,2020-04-08,1,0
AGO,Angola,Africa,2020-04-09,2,0
AGO,Angola,Africa,2020-04-10,0,0
AGO,Angola,Africa,2020-04-11,0,0
AGO,Angola,Africa,2020-04-12,0,0
AGO,Angola,Africa,2020-04-13,0,0
AGO,Angola,Africa,2020-04-14,0,0
AGO,Angola,Africa,2020-04-15,0,0
AGO,Angola,Africa,2020-04-16,0,0
AGO,Angola,Africa,2020-04-17,0,0
AGO,Angola,Africa,2020-04-18,0,0
AGO,Angola,Africa,2020-04-19,5,0
AGO,Angola,Africa,2020-04-20,0,0
AGO,Angola,Africa,2020-04-21,0,0
AGO,Angola,Africa,2020-04-22,0,0
AGO,Angola,Africa,2020-04-23,0,0
AGO,Angola,Africa,2020-04-24,1,0
AGO,Angola,Africa,2020-04-25,0,0
AGO,Angola,Africa,2020-04-26,0,0
AGO,Angola,Africa,2020-04-27,1,0
AGO,Angola,Africa,2020-04-28,1,0
AGO,Angola,Africa,2020-04-29,0,0
AGO,Angola,Africa,2020-04-30,0,0
AGO,Angola,Africa,2020-05-01,0,0
AGO,Angola,Africa,2020-05-02,2,0
AGO,Angola,Africa,2020-05-03,6,0
AGO,Angola,Africa,2020-05-04,0,0
AGO,Angola,Africa,2020-05-05,0,0
AIA,Anguilla,North America,2020-03-27,2,0
AIA,Anguilla,North America,2020-03-28,0,0
AIA,Anguilla,North America,2020-03-29,0,0
AIA,Anguilla,North America,2020-03-30,0,0
AIA,Anguilla,North America,2020-03-31,0,0
AIA,Anguilla,North America,2020-04-01,0,0
AIA,Anguilla,North America,2020-04-02,0,0
AIA,Anguilla,North America,2020-04-03,1,0
AIA,Anguilla,North America,2020-04-04,0,0
AIA,Anguilla,North America,2020-04-05,0,0
AIA,Anguilla,North America,2020-04-06,0,0
AIA,Anguilla,North America,2020-04-07,0,0
AIA,Anguilla,North America,2020-04-08,0,0
AIA,Anguilla,North America,2020-04-09,0,0
AIA,Anguilla,North America,2020-04-10,0,0
AIA,Anguilla,North America,2020-04-11,0,0
AIA,Anguilla,North America,2020-04-12,0,0
AIA,Anguilla,North America,2020-04-13,0,0
AIA,Anguilla,North America,2020-04-14,0,0
AIA,Anguilla,North America,2020-04-15,0,0
AIA,Anguilla,North America,2020-04-16,0,0
AIA,Anguilla,North America,2020-04-17,0,0
AIA,Anguilla,North America,2020-04-18,0,0
AIA,Anguilla,North America,2020-04-19,0,0
AIA,Anguilla,North America,2020-04-20,0,0
AIA,Anguilla,North America,2020-04-21,0,0
AIA,Anguilla,North America,2020-04-22,0,0
AIA,Anguilla,North America,2020-04-23,0,0
AIA,Anguilla,North America,2020-04-24,0,0
AIA,Anguilla,North America,2020-04-25,0,0
AIA,Anguilla,North America,2020-04-26,0,0
AIA,Anguilla,North America,2020-04-27,0,0
AIA,Anguilla,North America,2020-04-28,0,0
AIA,Anguilla,North America,2020-04-29,0,0
AIA,Anguilla,North America,2020-04-30,0,0
AIA,Anguilla,North America,2020-05-01,0,0
AIA,Anguilla,North America,2020-05-02,0,0
AIA,Anguilla,North America,2020-05-03,0,0
AIA,Anguilla,North America,2020-05-04,0,0
AIA,Anguilla,North America,2020-05-05,0,0
ATG,Antigua and Barbuda,North America,2020-03-15,1,0
ATG,Antigua and Barbuda,North America,2020-03-21,0,0
ATG,Antigua and Barbuda,North America,2020-03-22,0,0
ATG,Antigua and Barbuda,North America,2020-03-23,0,0
ATG,Antigua and Barbuda,North America,2020-03-24,0,0
ATG,Antigua and Barbuda,North America,2020-03-25,2,0
ATG,Antigua and Barbuda,North America,2020-03-26,0,0
ATG,Antigua and Barbuda,North America,2020-03-27,4,0
ATG,Antigua and Barbuda,North America,2020-03-28,0,0
ATG,Antigua and Barbuda,North America,2020-03-29,0,0
ATG,Antigua and Barbuda,North America,2020-03-30,0,0
ATG,Antigua and Barbuda,North America,2020-03-31,0,0
ATG,Antigua and Barbuda,North America,2020-04-01,0,0
ATG,Antigua and Barbuda,North America,2020-04-02,0,0
ATG,Antigua and Barbuda,North America,2020-04-03,2,0
ATG,Antigua and Barbuda,North America,2020-04-04,6,0
ATG,Antigua and Barbuda,North America,2020-04-05,0,0
ATG,Antigua and Barbuda,North America,2020-04-06,0,0
ATG,Antigua and Barbuda,North America,2020-04-07,0,0
ATG,Antigua and Barbuda,North America,2020-04-08,0,0
ATG,Antigua and Barbuda,North America,2020-04-09,0,0
ATG,Antigua and Barbuda,North America,2020-04-10,4,2
ATG,Antigua and Barbuda,North America,2020-04-11,2,0
ATG,Antigua and Barbuda,North America,2020-04-12,0,0
ATG,Antigua and Barbuda,North America,2020-04-13,0,0
ATG,Antigua and Barbuda,North America,2020-04-14,2,0
ATG,Antigua and Barbuda,North America,2020-04-15,0,0
ATG,Antigua and Barbuda,North America,2020-04-16,0,0
ATG,Antigua and Barbuda,North America,2020-04-17,0,0
ATG,Antigua and Barbuda,North America,2020-04-18,0,0
ATG,Antigua and Barbuda,North America,2020-04-19,0,0
ATG,Antigua and Barbuda,North America,2020-04-20,0,0
ATG,Antigua and Barbuda,North America,2020-04-21,0,1
ATG,Antigua and Barbuda,North America,2020-04-22,1,0
ATG,Antigua and Barbuda,North America,2020-04-23,0,0
ATG,Antigua and Barbuda,North America,2020-04-24,0,0
ATG,Antigua and Barbuda,North America,2020-04-25,0,0
ATG,Antigua and Barbuda,North America,2020-04-26,0,0
ATG,Antigua and Barbuda,North America,2020-04-27,0,0
ATG,Antigua and Barbuda,North America,2020-04-28,0,0
ATG,Antigua and Barbuda,North America,2020-04-29,0,0
ATG,Antigua and Barbuda,North America,2020-04-30,0,0
ATG,Antigua and Barbuda,North America,2020-05-01,0,0
ATG,Antigua and Barbuda,North America,2020-05-02,1,0
ATG,Antigua and Barbuda,North America,2020-05-03,0,0
ATG,Antigua and Barbuda,North America,2020-05-04,0,0
ATG,Antigua and Barbuda,North America,2020-05-05,0,0
ARG,Argentina,South America,2020-03-04,1,0
ARG,Argentina,South America,2020-03-06,1,0
ARG,Argentina,South America,2020-03-07,6,0
ARG,Argentina,South America,2020-03-08,1,1
ARG,Argentina,South America,2020-03-09,3,0
ARG,Argentina,South America,2020-03-11,7,0
ARG,Argentina,South America,2020-03-13,12,0
ARG,Argentina,South America,2020-03-14,3,1
ARG,Argentina,South America,2020-03-15,11,0
ARG,Argentina,South America,2020-03-16,11,0
ARG,Argentina,South America,2020-03-17,9,0
ARG,Argentina,South America,2020-03-18,14,0
ARG,Argentina,South America,2020-03-19,18,0
ARG,Argentina,South America,2020-03-20,31,1
ARG,Argentina,South America,2020-03-21,30,0
ARG,Argentina,South America,2020-03-22,67,1
ARG,Argentina,South America,2020-03-23,41,0
ARG,Argentina,South America,2020-03-24,35,0
ARG,Argentina,South America,2020-03-25,86,2
ARG,Argentina,South America,2020-03-26,115,2
ARG,Argentina,South America,2020-03-27,87,4
ARG,Argentina,South America,2020-03-28,101,5
ARG,Argentina,South America,2020-03-29,55,2
ARG,Argentina,South America,2020-03-30,75,1
ARG,Argentina,South America,2020-03-31,146,4
ARG,Argentina,South America,2020-04-01,0,0
ARG,Argentina,South America,2020-04-02,167,7
ARG,Argentina,South America,2020-04-03,0,3
ARG,Argentina,South America,2020-04-04,132,3
ARG,Argentina,South America,2020-04-05,186,6
ARG,Argentina,South America,2020-04-06,103,3
ARG,Argentina,South America,2020-04-07,74,7
ARG,Argentina,South America,2020-04-08,87,7
ARG,Argentina,South America,2020-04-09,80,5
ARG,Argentina,South America,2020-04-10,99,14
ARG,Argentina,South America,2020-04-11,81,3
ARG,Argentina,South America,2020-04-12,162,7
ARG,Argentina,South America,2020-04-13,66,6
ARG,Argentina,South America,2020-04-14,69,3
ARG,Argentina,South America,2020-04-15,160,7
ARG,Argentina,South America,2020-04-16,0,4
ARG,Argentina,South America,2020-04-17,128,6
ARG,Argentina,South America,2020-04-18,98,7
ARG,Argentina,South America,2020-04-19,170,10
ARG,Argentina,South America,2020-04-20,102,2
ARG,Argentina,South America,2020-04-21,90,8
ARG,Argentina,South America,2020-04-22,112,9
ARG,Argentina,South America,2020-04-23,144,8
ARG,Argentina,South America,2020-04-24,147,6
ARG,Argentina,South America,2020-04-25,0,2
ARG,Argentina,South America,2020-04-26,344,18
ARG,Argentina,South America,2020-04-27,0,1
ARG,Argentina,South America,2020-04-28,223,11
ARG,Argentina,South America,2020-04-29,124,10
ARG,Argentina,South America,2020-04-30,158,7
ARG,Argentina,South America,2020-05-01,143,4
ARG,Argentina,South America,2020-05-02,104,7
ARG,Argentina,South America,2020-05-03,149,12
ARG,Argentina,South America,2020-05-04,102,9
ARG,Argentina,South America,2020-05-05,104,14
ARM,Armenia,Europe,2020-01-01,0,0
ARM,Armenia,Europe,2020-01-02,0,0
ARM,Armenia,Europe,2020-01-03,0,0
ARM,Armenia,Europe,2020-01-04,0,0
ARM,Armenia,Europe,2020-01-05,0,0
ARM,Armenia,Europe,2020-01-06,0,0
ARM,Armenia,Europe,2020-01-07,0,0
ARM,Armenia,Europe,2020-01-08,0,0
ARM,Armenia,Europe,2020-01-09,0,0
ARM,Armenia,Europe,2020-01-10,0,0
ARM,Armenia,Europe,2020-01-11,0,0
ARM,Armenia,Europe,2020-01-12,0,0
ARM,Armenia,Europe,2020-01-13,0,0
ARM,Armenia,Europe,2020-01-14,0,0
ARM,Armenia,Europe,2020-01-15,0,0
ARM,Armenia,Europe,2020-01-16,0,0
ARM,Armenia,Europe,2020-01-17,0,0
ARM,Armenia,Europe,2020-01-18,0,0
ARM,Armenia,Europe,2020-01-19,0,0
ARM,Armenia,Europe,2020-01-20,0,0
ARM,Armenia,Europe,2020-01-21,0,0
ARM,Armenia,Europe,2020-01-22,0,0
ARM,Armenia,Europe,2020-01-23,0,0
ARM,Armenia,Europe,2020-01-24,0,0
ARM,Armenia,Europe,2020-01-25,0,0
ARM,Armenia,Europe,2020-01-26,0,0
ARM,Armenia,Europe,2020-01-27,0,0
ARM,Armenia,Europe,2020-01-28,0,0
ARM,Armenia,Europe,2020-01-29,0,0
ARM,Armenia,Europe,2020-01-30,0,0
